method,split,seeds,episodes_per_seed,mean_success_rate,ci95_success_rate,mean_mean_final_belief_error,ci95_mean_final_belief_error,mean_mean_error_during_occlusion,ci95_mean_error_during_occlusion,mean_mean_error_after_occlusion,ci95_mean_error_after_occlusion,mean_false_disappearance_rate,ci95_false_disappearance_rate,mean_identity_switch_rate,ci95_identity_switch_rate,mean_wrong_object_contact_rate,ci95_wrong_object_contact_rate,mean_wrong_contact_rate,ci95_wrong_contact_rate,mean_target_contact_rate,ci95_target_contact_rate,mean_mean_reacquisition_latency,ci95_mean_reacquisition_latency,mean_mean_diagnostic_steps,ci95_mean_diagnostic_steps,mean_mean_path_length,ci95_mean_path_length,mean_mean_calibration_error,ci95_mean_calibration_error,mean_mean_occluded_steps,ci95_mean_occluded_steps
pomdp_style_belief_planner,object_displacement,8,6,0.58333,0.08731,0.05670,0.00893,0.07050,0.00342,0.03468,0.00253,0.10269,0.06201,0.01343,0.01458,0.00000,0.00000,0.08056,0.03694,0.55139,0.01571,5.69514,5.36611,13.35417,1.17852,1.48865,0.01885,0.05139,0.00889,51.10416,2.15092
pomdp_style_belief_planner,short_self_occlusion,8,6,0.60417,0.13718,0.03389,0.00405,0.04007,0.00327,0.02330,0.00084,0.00000,0.00000,0.00694,0.01361,0.00000,0.00000,0.04745,0.04020,0.57361,0.01296,0.01806,0.01791,15.16667,0.79058,1.47406,0.02559,0.03594,0.00054,47.18750,0.75970
pomdp_style_belief_planner,stale_memory_trap,8,6,0.50000,0.06174,0.06981,0.01178,0.08277,0.00457,0.04558,0.00619,0.21363,0.08835,0.05745,0.03139,0.00000,0.00000,0.11643,0.03898,0.35833,0.04057,18.84028,10.72631,15.41667,1.53220,1.54112,0.04502,0.07494,0.01397,58.50000,2.19916
random_forest_occlusion_regressor,camera_dropout_burst,8,6,0.89583,0.05978,0.05169,0.00793,0.05406,0.00513,0.04854,0.00824,0.20421,0.01594,0.07930,0.04308,0.00000,0.00000,0.08912,0.05672,0.71690,0.03685,78.75000,7.35000,0.00000,0.00000,1.04106,0.04166,0.06874,0.00403,69.50000,0.89248
random_forest_occlusion_regressor,combined_extreme_stress,8,6,0.66667,0.10693,0.07193,0.00612,0.07076,0.00613,0.07020,0.00618,0.22762,0.01464,0.13756,0.05295,0.00000,0.00000,0.14352,0.06460,0.55486,0.05481,88.12500,3.67500,0.00000,0.00000,1.06614,0.03843,0.06482,0.00358,70.25000,0.94233
random_forest_occlusion_regressor,combined_stress,8,6,0.75000,0.15122,0.07000,0.01109,0.06738,0.00738,0.06999,0.01109,0.22461,0.01204,0.09221,0.07844,0.00000,0.00000,0.15324,0.06525,0.59120,0.08642,88.12500,3.67500,0.00000,0.00000,1.07454,0.03071,0.06496,0.00365,69.89583,0.75593
random_forest_occlusion_regressor,distractor_swap,8,6,1.00000,0.00000,0.04409,0.00896,0.04274,0.00369,0.04331,0.00872,0.21027,0.01312,0.05510,0.05763,0.00000,0.00000,0.18750,0.11361,0.75602,0.02057,86.25000,4.81170,0.00000,0.00000,1.03291,0.03321,0.06819,0.00235,69.25000,0.88820
random_forest_occlusion_regressor,embodiment_control_shift,8,6,1.00000,0.00000,0.05164,0.01172,0.04665,0.00504,0.05182,0.01202,0.21419,0.00754,0.09696,0.06799,0.00000,0.00000,0.13009,0.08796,0.73796,0.02058,86.25000,4.81170,0.00000,0.00000,1.01618,0.04159,0.06860,0.00329,69.47917,0.93917
random_forest_occlusion_regressor,end_effector_occlusion,8,6,1.00000,0.00000,0.04441,0.00864,0.04120,0.00451,0.04440,0.00863,0.22425,0.01345,0.04689,0.05078,0.00000,0.00000,0.07824,0.04559,0.75718,0.01926,88.12500,3.67500,0.00000,0.00000,1.01932,0.04327,0.07191,0.00417,70.16667,1.16643
random_forest_occlusion_regressor,false_reappearance,8,6,0.87500,0.08167,0.05669,0.00800,0.05542,0.00551,0.05679,0.00834,0.22167,0.01108,0.12740,0.05356,0.00000,0.00000,0.13981,0.06074,0.71412,0.02408,86.27083,4.78507,0.00000,0.00000,1.04938,0.02720,0.06637,0.00324,70.18750,0.60309
random_forest_occlusion_regressor,hidden_contact_drift,8,6,1.00000,0.00000,0.05069,0.00870,0.05073,0.00348,0.05205,0.00776,0.20098,0.02215,0.04213,0.03353,0.00000,0.00000,0.07454,0.06262,0.74236,0.01318,80.62500,9.52264,0.00000,0.00000,1.03968,0.02864,0.06480,0.00126,69.47917,0.80595
random_forest_occlusion_regressor,high_symmetry_layout,8,6,0.93750,0.08593,0.05182,0.00591,0.05089,0.00370,0.05076,0.00693,0.21532,0.01176,0.08650,0.03216,0.00000,0.00000,0.16273,0.06974,0.72732,0.02611,88.12500,3.67500,0.00000,0.00000,1.06798,0.05011,0.06670,0.00287,69.08333,0.87305
random_forest_occlusion_regressor,long_self_occlusion,8,6,0.93750,0.05978,0.04955,0.00961,0.04680,0.00822,0.04905,0.00951,0.23810,0.01008,0.08391,0.03506,0.00000,0.00000,0.05069,0.03987,0.72801,0.03436,88.12500,3.67500,0.00000,0.00000,1.00059,0.02709,0.07158,0.00427,71.35417,0.65461
random_forest_occlusion_regressor,near_identical_distractors,8,6,0.97917,0.04083,0.04791,0.00526,0.04803,0.00328,0.04849,0.00545,0.21298,0.01604,0.08571,0.04378,0.00000,0.00000,0.19491,0.10202,0.75046,0.01835,86.27083,4.78507,0.00000,0.00000,1.03553,0.03048,0.06702,0.00229,69.47917,0.65169
random_forest_occlusion_regressor,nominal,8,6,1.00000,0.00000,0.01925,0.00346,0.02213,0.00275,0.01580,0.00202,0.12337,0.02235,0.02604,0.04065,0.00000,0.00000,0.07361,0.06710,0.77801,0.00877,56.25000,10.75930,0.00000,0.00000,0.98217,0.04079,0.05969,0.00597,64.52083,1.33471
random_forest_occlusion_regressor,object_displacement,8,6,0.97917,0.04083,0.04580,0.00675,0.04502,0.00507,0.04491,0.00610,0.21265,0.01523,0.03713,0.02538,0.00000,0.00000,0.06551,0.04564,0.75949,0.01871,86.25000,4.81170,0.00000,0.00000,1.02416,0.03716,0.06889,0.00438,69.22917,0.86854
random_forest_occlusion_regressor,short_self_occlusion,8,6,1.00000,0.00000,0.03633,0.00504,0.03382,0.00243,0.03619,0.00498,0.21304,0.01088,0.00000,0.00000,0.00000,0.00000,0.03218,0.02673,0.77523,0.00692,86.25000,4.81170,0.00000,0.00000,0.99362,0.03040,0.07293,0.00213,69.31250,0.65461
random_forest_occlusion_regressor,stale_memory_trap,8,6,0.83333,0.06173,0.05440,0.00756,0.05634,0.00555,0.05440,0.00756,0.23545,0.00532,0.08758,0.04529,0.00000,0.00000,0.11389,0.05245,0.66690,0.03664,90.00000,0.00000,0.00000,0.00000,1.05778,0.02635,0.06697,0.00337,70.56250,0.59193
risk_averse_particle_planner,camera_dropout_burst,8,6,0.39583,0.15043,0.03132,0.00449,0.03381,0.00284,0.03399,0.00190,0.00427,0.00373,0.00110,0.00215,0.00000,0.00000,0.15370,0.07801,0.27107,0.01268,0.21597,0.03725,28.37500,0.42659,1.42746,0.03384,0.05051,0.00180,41.06250,0.89021
risk_averse_particle_planner,combined_extreme_stress,8,6,0.08333,0.08731,0.06913,0.00794,0.06414,0.00446,0.05559,0.00288,0.46091,0.07414,0.04763,0.02260,0.02083,0.04083,0.13310,0.05915,0.03495,0.01470,0.17755,0.06681,43.64583,1.42182,1.32405,0.03922,0.09051,0.01249,48.29167,2.77444
risk_averse_particle_planner,combined_stress,8,6,0.00000,0.00000,0.04084,0.00488,0.04040,0.00189,0.04201,0.00200,0.16897,0.02497,0.00564,0.00689,0.02083,0.04083,0.18704,0.11000,0.05232,0.00872,0.12726,0.03927,37.60417,0.96024,1.37520,0.02352,0.06413,0.00177,44.37500,1.10735
risk_averse_particle_planner,distractor_swap,8,6,0.97917,0.04083,0.03213,0.00498,0.02511,0.00325,0.02986,0.00464,0.20718,0.02286,0.00000,0.00000,0.00000,0.00000,0.13403,0.06404,0.75046,0.01477,73.13542,6.65026,3.58333,0.62042,1.13099,0.04447,0.08716,0.00393,67.79166,1.24046
risk_averse_particle_planner,embodiment_control_shift,8,6,0.35417,0.14395,0.02816,0.00367,0.02910,0.00244,0.02860,0.00103,0.00442,0.00361,0.00174,0.00340,0.00000,0.00000,0.16667,0.06929,0.28704,0.00651,0.08333,0.04048,27.41667,0.62653,1.41524,0.04751,0.04933,0.00169,39.95833,0.60408
risk_averse_particle_planner,end_effector_occlusion,8,6,0.81250,0.07402,0.02566,0.00415,0.02407,0.00349,0.02543,0.00357,0.13019,0.05718,0.00000,0.00000,0.00000,0.00000,0.07662,0.05235,0.61667,0.03417,28.14931,11.70139,11.68750,1.80348,1.36242,0.06777,0.06894,0.00710,61.31250,2.28786
risk_averse_particle_planner,false_reappearance,8,6,0.16667,0.13804,0.03203,0.00381,0.03119,0.00181,0.03132,0.00131,0.00125,0.00168,0.00000,0.00000,0.00000,0.00000,0.18819,0.07097,0.25162,0.01531,0.09375,0.04729,30.29167,0.85708,1.49482,0.03475,0.05150,0.00160,44.66667,0.86868
risk_averse_particle_planner,hidden_contact_drift,8,6,0.22917,0.10581,0.02576,0.00494,0.03246,0.00256,0.03128,0.00075,0.05495,0.01904,0.00000,0.00000,0.00000,0.00000,0.11366,0.05854,0.18958,0.01082,0.05407,0.01502,28.85417,0.77214,1.35251,0.03949,0.05080,0.00112,36.75000,0.75103
risk_averse_particle_planner,high_symmetry_layout,8,6,0.27083,0.08593,0.02742,0.00512,0.03108,0.00254,0.02987,0.00100,0.00479,0.00360,0.00000,0.00000,0.00000,0.00000,0.20532,0.08649,0.26343,0.01513,0.06042,0.03219,28.70833,0.97951,1.49657,0.04516,0.04976,0.00129,41.93750,1.16142
risk_averse_particle_planner,long_self_occlusion,8,6,0.85417,0.09638,0.02903,0.00506,0.02475,0.00336,0.02610,0.00398,0.13581,0.08115,0.00000,0.00000,0.00000,0.00000,0.05208,0.03991,0.50625,0.05206,18.79861,12.11989,16.72917,2.43200,1.47585,0.06186,0.06933,0.01070,60.87500,2.82345
risk_averse_particle_planner,near_identical_distractors,8,6,0.72917,0.10581,0.02295,0.00233,0.02341,0.00232,0.02474,0.00154,0.02162,0.02781,0.00000,0.00000,0.00000,0.00000,0.16597,0.07197,0.50718,0.03072,3.82292,4.79275,17.41667,1.06212,1.50943,0.05223,0.04756,0.00467,49.43750,2.57361
risk_averse_particle_planner,nominal,8,6,1.00000,0.00000,0.01483,0.00139,0.01151,0.00049,0.01483,0.00139,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09236,0.07695,0.77824,0.00922,90.00000,0.00000,0.00000,0.00000,0.95711,0.04348,0.04676,0.00063,66.97917,0.79164
risk_averse_particle_planner,object_displacement,8,6,0.62500,0.10237,0.02533,0.00319,0.02513,0.00143,0.02567,0.00106,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09815,0.06215,0.45416,0.00668,0.05104,0.04018,22.68750,0.78438,1.45224,0.03357,0.04492,0.00080,39.25000,0.52746
risk_averse_particle_planner,short_self_occlusion,8,6,1.00000,0.00000,0.02483,0.00268,0.01949,0.00187,0.02483,0.00268,0.00029,0.00058,0.00000,0.00000,0.00000,0.00000,0.03634,0.03735,0.77569,0.00759,90.00000,0.00000,0.00000,0.00000,0.97125,0.03093,0.07666,0.00230,69.35417,0.65461
risk_averse_particle_planner,stale_memory_trap,8,6,0.02083,0.04083,0.02884,0.00226,0.03289,0.00093,0.03383,0.00134,0.16961,0.01187,0.00000,0.00000,0.00000,0.00000,0.10440,0.05015,0.05301,0.00553,0.12848,0.02496,37.45833,0.68675,1.36658,0.03054,0.06671,0.00115,44.50000,0.63259
visibility_gated_kalman,camera_dropout_burst,8,6,0.35417,0.16836,0.19590,0.03933,0.21380,0.01118,0.08663,0.01566,0.00676,0.00462,0.57678,0.04462,0.00000,0.00000,0.33472,0.04861,0.26852,0.03776,3.87639,4.79678,0.00000,0.00000,1.82301,0.04112,0.08875,0.00660,45.08333,3.43832
visibility_gated_kalman,combined_extreme_stress,8,6,0.25000,0.10693,0.15672,0.02574,0.18201,0.01527,0.09180,0.01049,0.00086,0.00120,0.67938,0.00793,0.00000,0.00000,0.59282,0.04464,0.16204,0.03382,22.70729,14.63658,0.00000,0.00000,1.68303,0.05115,0.08729,0.00775,58.50000,5.14954
visibility_gated_kalman,combined_stress,8,6,0.14583,0.07402,0.16915,0.04959,0.19229,0.01897,0.08534,0.01942,0.00241,0.00289,0.64706,0.03585,0.00000,0.00000,0.52639,0.07413,0.20278,0.04288,13.20729,10.28044,0.00000,0.00000,1.74414,0.04989,0.08251,0.00883,53.20833,4.88900
visibility_gated_kalman,distractor_swap,8,6,0.54167,0.11955,0.12592,0.02493,0.15452,0.00653,0.05434,0.01132,0.00258,0.00270,0.64680,0.02672,0.00000,0.00000,0.53333,0.05988,0.40764,0.02059,1.91042,3.66515,0.00000,0.00000,1.57182,0.05394,0.05688,0.00242,45.02083,2.40877
visibility_gated_kalman,embodiment_control_shift,8,6,0.39583,0.13718,0.12652,0.02896,0.18204,0.01700,0.06195,0.01404,0.00453,0.00512,0.60619,0.03234,0.00000,0.00000,0.42755,0.04833,0.30671,0.03835,1.98229,3.68810,0.00000,0.00000,1.70120,0.05772,0.07105,0.00984,46.33333,1.22071
visibility_gated_kalman,end_effector_occlusion,8,6,0.25000,0.13804,0.12666,0.05602,0.18454,0.01193,0.04775,0.00302,0.02964,0.01879,0.47572,0.06856,0.00000,0.00000,0.27731,0.05138,0.31852,0.03604,0.03299,0.02620,0.00000,0.00000,1.79206,0.04128,0.06697,0.00737,47.54167,2.15960
visibility_gated_kalman,false_reappearance,8,6,0.22917,0.17393,0.16064,0.02381,0.18121,0.01326,0.07572,0.01505,0.00000,0.00000,0.70402,0.03536,0.00000,0.00000,0.57245,0.05252,0.23889,0.03355,5.67188,5.35287,0.00000,0.00000,1.60430,0.02801,0.07824,0.00813,50.58333,2.59798
visibility_gated_kalman,hidden_contact_drift,8,6,0.25000,0.10693,0.15586,0.02679,0.19519,0.01244,0.05958,0.00743,0.00531,0.00440,0.62921,0.02914,0.00000,0.00000,0.33194,0.08365,0.29722,0.01707,1.98403,3.73795,0.00000,0.00000,1.80419,0.07595,0.07647,0.00817,45.85417,4.28794
visibility_gated_kalman,high_symmetry_layout,8,6,0.31250,0.18965,0.15388,0.02155,0.17525,0.00734,0.05789,0.00633,0.00074,0.00146,0.67801,0.02841,0.00000,0.00000,0.51505,0.03255,0.25301,0.03812,1.90069,3.67720,0.00000,0.00000,1.65492,0.04576,0.06960,0.00462,47.77084,2.76975
visibility_gated_kalman,long_self_occlusion,8,6,0.10417,0.08593,0.15572,0.04629,0.20476,0.01198,0.04872,0.00310,0.09513,0.04772,0.54521,0.06202,0.00000,0.00000,0.21574,0.06411,0.23657,0.02826,0.03472,0.02818,0.00000,0.00000,1.89212,0.05166,0.07812,0.00340,51.22917,1.83231
visibility_gated_kalman,near_identical_distractors,8,6,0.39583,0.17393,0.12005,0.02991,0.16650,0.00707,0.06104,0.01254,0.00174,0.00340,0.66536,0.02857,0.00000,0.00000,0.50718,0.03935,0.32338,0.01846,5.71007,7.74206,0.00000,0.00000,1.57997,0.03254,0.06330,0.00317,46.04166,3.46139
visibility_gated_kalman,nominal,8,6,0.79167,0.05346,0.06316,0.03193,0.08372,0.01238,0.01947,0.00068,0.09010,0.02829,0.18576,0.09415,0.00000,0.00000,0.09907,0.03677,0.68056,0.01942,0.00000,0.00000,0.00000,0.00000,1.29314,0.04320,0.03304,0.00592,44.25000,1.07637
visibility_gated_kalman,object_displacement,8,6,0.52083,0.11446,0.10700,0.03148,0.18253,0.00906,0.04928,0.00227,0.02060,0.02009,0.52876,0.04181,0.00000,0.00000,0.21759,0.07443,0.37130,0.02814,0.03542,0.02774,0.00000,0.00000,1.73103,0.05593,0.06315,0.00507,40.83333,1.94046
visibility_gated_kalman,short_self_occlusion,8,6,0.58333,0.10693,0.10538,0.02709,0.14619,0.00970,0.03792,0.00245,0.05696,0.03422,0.32629,0.04169,0.00000,0.00000,0.13079,0.05105,0.47639,0.02973,0.02083,0.02673,0.00000,0.00000,1.63777,0.06652,0.05077,0.00574,44.45833,0.82998
visibility_gated_kalman,stale_memory_trap,8,6,0.18750,0.07402,0.19675,0.02708,0.20966,0.01395,0.07561,0.01732,0.00341,0.00393,0.64583,0.02590,0.00000,0.00000,0.44977,0.06416,0.18657,0.02374,9.43681,11.02578,0.00000,0.00000,1.82336,0.05392,0.08803,0.00894,50.87500,3.94846
